timestamp,tds,ntu,voltage
1774080855970.0,201.9333932644742,1.1173560130327436,3.2441321993483627
1774080864097.0,197.75412845235894,1.3422669754877397,3.2328866512256127
1774080943315.0,194.63070746193844,1.0436001522523815,3.247819992387381
1774080946297.0,191.10832875939994,1.1130672531637298,3.2443466373418133
1774080949298.0,196.65492054914287,1.2509826457145226,3.2374508677142737
1774080952297.0,199.0702163355882,1.4448801751832792,3.227755991240836
1774080955296.0,196.93887169392607,1.6656424424488452,3.2167178778775574
1774080958296.0,200.1636839590679,1.7435683284710501,3.2128215835764475
1774080961296.0,202.1414993331868,1.827385725395326,3.2086307137302335
1774080964296.0,207.51029872451633,1.807586916604426,3.2096206541697785
1774080967295.0,197.6149381746698,1.9941538503280194,3.2002923074835987
1774080970294.0,287.18474566120926,2.9081884687429826,3.1545905765628506
1774080973296.0,324.1882415782536,3.7125403232466594,3.114372983837667
1774080976294.0,397.75380905723034,4.1088523521706275,3.0945573823914683
1774080979299.0,430.4073647224682,4.571840946305519,3.0714079526847238
1774080982300.0,473.4162831356176,5.1150476393166775,3.044247618034166
1774080985297.0,503.45703904524834,5.633084640089886,3.0183457679955055
1774080988698.0,489.42039127725843,5.7603463431846835,3.011982682840766
1774080991621.0,494.88499290775434,6.049833644942595,2.99750831775287
1774080994612.0,487.28885973896104,6.546704842687038,2.972664757865648
1774080997620.0,487.5797770211548,6.879854571359791,2.9560072714320103
1774081000615.0,623.3158856234922,9.426676964696764,2.8286661517651615
1774081003619.0,733.956796400469,10.08920684213624,2.7955396578931877
1774081006618.0,856.6287644920212,12.180393464924906,2.6909803267537544
1774081009616.0,928.1763883800332,12.643472035299615,2.667826398235019
1774081012615.0,951.7863642381316,13.583062401520802,2.6208468799239597
1774081015611.0,1005.320539124682,13.530711609216924,2.6234644195391534
1774081018625.0,1025.9333728140507,13.722695998865843,2.6138652000567077
1774081021293.0,1080.867354517755,14.763336154531078,2.561833192273446
