timestamp,tds,ntu,voltage
2026-03-21T06:23:06.611Z,209.45858884122902,1.2919510555237619,3.235402447223812
2026-03-21T06:23:12.622Z,197.2873099014084,1.4610231913279812,3.2269488404336006
2026-03-21T06:23:18.541Z,188.1711517420529,1.720454639,3.2139772680395593
2026-03-21T06:23:24.546Z,193.94010019152302,1.973907289470945,3.2013046355264527
2026-03-21T06:23:27.555Z,188.97553642799184,2.137569291638264,3.1931215354180864
2026-03-21T06:23:30.558Z,190.29868486063847,2.2308373662328327,3.1884581316883582
2026-03-21T06:23:36.557Z,313.51898983315084,3.7626953582092213,3.1118652320895386
2026-03-21T06:23:39.562Z,355.2183987131733,4.454520013177992,3.0772739993411005
2026-03-21T06:23:45.561Z,455.48821671340954,4.969390381829906,3.0515304809085047
2026-03-21T06:23:51.621Z,504.1553110683392,5.314647589,3.0342676205653505
2026-03-21T06:23:57.543Z,514.3558933031221,5.478025200367994,3.02609874
2026-03-21T06:24:03.646Z,614.8819830109452,8.240341654570006,2.8879829172714997
2026-03-21T06:30:28.618Z,199.95605848824982,1.2576021818656113,3.2371198909067194
2026-03-21T06:30:34.607Z,186.98555362678655,1.7284666167335203,3.2135766691633236
2026-03-21T06:30:40.607Z,199.47923810898175,1.9436538629507158,3.202817306852464
2026-03-21T06:30:46.601Z,207.77749645967873,1.9709759760501486,3.2014512011974925
2026-03-21T06:30:49.604Z,210.6960930963675,1.9090445764863284,3.2045477711756836
2026-03-21T06:30:55.602Z,276.1896909029043,3.393679404713037,3.130316029764348
2026-03-21T06:31:01.606Z,374.8113694706137,4.398312095322827,3.0800843952338584
2026-03-21T06:31:04.606Z,390.75955042951836,5.317062945368574,3.0341468527315714
2026-03-21T06:31:07.606Z,393.86063102499656,5.122115103121722,3.043894244843914
